sms_text,category,amount
Your HDFC UPI debit of INR 1200 to Uber ride (Trip ID: UB123456). Ref: HDFCUB1200,Travel,1200.0
SBI UPI payment of INR 75.50 to Rapido ride. Ref ID: SBIRAP75,Travel,75.5
Paytm UPI txn of INR 3500 to IRCTC ticket booking. Ref: TPAYIRCTC3500,Travel,3500.0
ICICI UPI debit of INR 500 to Petrol Pump - Indian Oil. Ref No: ICICIP500,Travel,500.0
Axis Bank UPI payment of INR 240.25 to Uber. Ref ID: AXISUB240,Travel,240.25
Your HDFC UPI txn of INR 1200 to Blinkit grocery order. Ref ID: HDFCBL1200,Groceries,1200.0
SBI UPI payment of INR 650.75 to Zepto. Ref: SBIZE650,Groceries,650.75
Paytm UPI debit of INR 399 to DMart. Ref: TPAYDMART399,Groceries,399.0
ICICI UPI txn of INR 250 to Local Kirana Store. Ref No: ICICIK250,Groceries,250.0
Axis Bank UPI payment of INR 999.99 to Blinkit. Ref ID: AXISBL999,Groceries,999.99
Your HDFC UPI debit of INR 5600 to Apollo Pharmacy. Ref: HDFCAPO5600,Medical,5600.0
SBI UPI payment of INR 320.40 to MedPlus. Ref ID: SBIMED320,Medical,320.4
Paytm UPI txn of INR 199.99 to PharmEasy order. Ref: TPAYPHAR199,Medical,199.99
ICICI UPI payment of INR 850 to Dr. Care Hospital. Ref No: ICICID850,Medical,850.0
Axis Bank UPI debit of INR 450.75 to HealthCheck Lab. Ref ID: AXISHC450,Medical,450.75
Your HDFC UPI txn of INR 1200 to Electricity Bill - BESCOM. Ref: HDFCBILL1200,Bills,1200.0
SBI UPI payment of INR 800.50 to Water Supply Bill. Ref ID: SBIWTR800,Bills,800.5
Paytm UPI debit of INR 299 to Mobile Recharge - Airtel. Ref: TPAYMOB299,Bills,299.0
ICICI UPI txn of INR 650 to DTH Recharge - Dish TV. Ref No: ICICIDTH650,Bills,650.0
Axis Bank UPI payment of INR 450.25 to Gas Bill - GAIL. Ref ID: AXISGAS450,Bills,450.25
Your HDFC UPI debit of INR 1500 to Netflix Subscription. Ref: HDFCNFLX1500,Others,1500.0
SBI UPI payment of INR 399.99 to Amazon Shopping. Ref ID: SBIAZN399,Others,399.99
Paytm UPI txn of INR 250 to BookMyShow tickets. Ref: TPAYBMS250,Others,250.0
ICICI UPI debit of INR 120 to Gym Membership - FitZone. Ref No: ICICIGYM120,Others,120.0
Axis Bank UPI payment of INR 75.75 to Spotify Premium. Ref ID: AXISSPOT75,Others,75.75
Your HDFC UPI txn of INR 2100 to Zomato Party Order. Ref: HDFCZOM2100,Food,2100.0
SBI UPI payment of INR 89.99 to Swiggy Snacks. Ref ID: SBISWG89,Food,89.99
Paytm UPI debit of INR 55 to Tea Stall - Kumbhar Katta. Ref: TPAYTEA55,Food,55.0
ICICI UPI txn of INR 1350 to Restaurant - The Grill House. Ref No: ICICIR1350,Food,1350.0
Axis Bank UPI payment of INR 450 to Zomato Delivery. Ref ID: AXISZOM450,Food,450.0
Your HDFC UPI debit of INR 600 to Uber Ride (Night). Ref: HDFCU600,Travel,600.0
SBI UPI payment of INR 180.25 to Rapido bike. Ref ID: SBIRAP180,Travel,180.25
Paytm UPI txn of INR 3000 to IRCTC AC Ticket. Ref: TPAYIRCTC3000,Travel,3000.0
ICICI UPI debit of INR 750 to Petrol Pump - HP. Ref No: ICICIP750,Travel,750.0
Axis Bank UPI payment of INR 120.50 to Uber. Ref ID: AXISUB120,Travel,120.5
Your HDFC UPI txn of INR 850 to Blinkit Fresh Veggies. Ref: HDFCBL850,Groceries,850.0
SBI UPI payment of INR 430.30 to Zepto Snacks. Ref ID: SBIZE430,Groceries,430.3
Paytm UPI debit of INR 299.99 to DMart Essentials. Ref: TPAYDMART299,Groceries,299.99
ICICI UPI txn of INR 180 to Local Kirana Store. Ref No: ICICIK180,Groceries,180.0
Axis Bank UPI payment of INR 999 to Blinkit. Ref ID: AXISBL999,Groceries,999.0
Your HDFC UPI debit of INR 7500 to MedPlus Prescription. Ref: HDFCMED7500,Medical,7500.0
SBI UPI payment of INR 420.75 to Apollo Pharmacy. Ref ID: SBIAPO420,Medical,420.75
Paytm UPI txn of INR 199 to PharmEasy Order. Ref: TPAYPHAR199,Medical,199.0
ICICI UPI debit of INR 650 to Dr. Care Hospital Bill. Ref No: ICICID650,Medical,650.0
Axis Bank UPI payment of INR 350.40 to HealthCheck Lab. Ref ID: AXISHC350,Medical,350.4
Your HDFC UPI txn of INR 1100 to Electricity Bill - BESCOM. Ref: HDFCBILL1100,Bills,1100.0
SBI UPI payment of INR 720.25 to Water Supply Bill. Ref ID: SBIWTR720,Bills,720.25
Paytm UPI debit of INR 299 to Mobile Recharge - Jio. Ref: TPAYMOB299,Bills,299.0
ICICI UPI txn of INR 500 to DTH Recharge - Tata Sky. Ref No: ICICIDTH500,Bills,500.0
Axis Bank UPI payment of INR 380.60 to Gas Bill - GAIL. Ref ID: AXISGAS380,Bills,380.6
Your HDFC UPI debit of INR 1300 to Amazon Prime. Ref: HDFCAPRIME1300,Others,1300.0
SBI UPI payment of INR 450.99 to Flipkart Purchase. Ref ID: SBIFLIP450,Others,450.99
Paytm UPI txn of INR 299.50 to BookMyShow Concert. Ref: TPAYBMS299,Others,299.5
ICICI UPI debit of INR 200 to Yoga Studio Membership. Ref No: ICICIOYA200,Others,200.0
Axis Bank UPI payment of INR 99.99 to Netflix Subscription. Ref ID: AXISNFX99,Others,99.99
Your HDFC UPI txn of INR 2500 to Zomato Corporate Order. Ref: HDFCZOM2500,Food,2500.0
SBI UPI payment of INR 120.75 to Swiggy Meal. Ref ID: SBISWG120,Food,120.75
Paytm UPI debit of INR 35 to Tea Stall - Tea Time. Ref: TPAYTEA35,Food,35.0
ICICI UPI txn of INR 1650 to Restaurant - Ocean View. Ref No: ICICIR1650,Food,1650.0
Axis Bank UPI payment of INR 380 to Zomato Order. Ref ID: AXISZOM380,Food,380.0
Your HDFC UPI debit of INR 540 to Uber (Airport). Ref: HDFCU540,Travel,540.0
SBI UPI payment of INR 210.90 to Rapido ride. Ref ID: SBIRAP210,Travel,210.9
Paytm UPI txn of INR 2800 to IRCTC Ticket. Ref: TPAYIRCTC2800,Travel,2800.0
ICICI UPI debit of INR 620 to Petrol Pump - Bharat Petroleum. Ref No: ICICIP620,Travel,620.0
Axis Bank UPI payment of INR 95.75 to Uber. Ref ID: AXISUB95,Travel,95.75
Your HDFC UPI txn of INR 780 to Blinkit Dairy. Ref: HDFCBL780,Groceries,780.0
SBI UPI payment of INR 340.20 to Zepto Grocery. Ref ID: SBIZE340,Groceries,340.2
Paytm UPI debit of INR 269.99 to DMart. Ref: TPAYDMART269,Groceries,269.99
ICICI UPI txn of INR 150 to Local Kirana. Ref No: ICICIK150,Groceries,150.0
Axis Bank UPI payment of INR 899 to Blinkit. Ref ID: AXISBL899,Groceries,899.0
Your HDFC UPI debit of INR 6400 to Apollo Pharmacy. Ref: HDFCAPO6400,Medical,6400.0
SBI UPI payment of INR 310.55 to MedPlus Order. Ref ID: SBIMED310,Medical,310.55
Paytm UPI txn of INR 180.99 to PharmEasy. Ref: TPAYPHAR180,Medical,180.99
ICICI UPI debit of INR 720 to Dr. Care Hospital. Ref No: ICICID720,Medical,720.0
Axis Bank UPI payment of INR 410.30 to HealthCheck Lab. Ref ID: AXISHC410,Medical,410.3
Your HDFC UPI txn of INR 950 to Electricity Bill - BESCOM. Ref: HDFCBILL950,Bills,950.0
SBI UPI payment of INR 610.80 to Water Supply Bill. Ref ID: SBIWTR610,Bills,610.8
Paytm UPI debit of INR 199 to Mobile Recharge - Vodafone. Ref: TPAYMOB199,Bills,199.0
ICICI UPI txn of INR 550 to DTH Recharge - Airtel Digital TV. Ref No: ICICIDTH550,Bills,550.0
Axis Bank UPI payment of INR 340.75 to Gas Bill - GAIL. Ref ID: AXISGAS340,Bills,340.75
Your HDFC UPI debit of INR 1150 to Spotify Family. Ref: HDFCSPOT1150,Others,1150.0
SBI UPI payment of INR 399.99 to Amazon Prime Video. Ref ID: SBIAZPRIME399,Others,399.99
Paytm UPI txn of INR 260 to BookMyShow Sports Ticket. Ref: TPAYBMS260,Others,260.0
ICICI UPI debit of INR 180 to Gym - PowerHouse. Ref No: ICICIGYM180,Others,180.0
Axis Bank UPI payment of INR 85.50 to Netflix Subscription. Ref ID: AXISNFX85,Others,85.5
Your HDFC UPI txn of INR 1999 to Zomato Party Order. Ref: HDFCZOM1999,Food,1999.0
SBI UPI payment of INR 110.25 to Swiggy Dinner. Ref ID: SBISWG110,Food,110.25
Paytm UPI debit of INR 40 to Tea Stall - Chai Adda. Ref: TPAYTEA40,Food,40.0
ICICI UPI txn of INR 1400 to Restaurant - Royal Palace. Ref No: ICICIR1400,Food,1400.0
Axis Bank UPI payment of INR 320 to Zomato. Ref ID: AXISZOM320,Food,320.0
Your HDFC UPI debit of INR 480 to Uber (City). Ref: HDFCU480,Travel,480.0
SBI UPI payment of INR 155.60 to Rapido ride. Ref ID: SBIRAP155,Travel,155.6
Paytm UPI txn of INR 2600 to IRCTC Ticket. Ref: TPAYIRCTC2600,Travel,2600.0
ICICI UPI debit of INR 580 to Petrol Pump - Reliance. Ref No: ICICIP580,Travel,580.0
Axis Bank UPI payment of INR 110.90 to Uber. Ref ID: AXISUB110,Travel,110.9
Your HDFC UPI txn of INR 720 to Blinkit Fresh Fruits. Ref: HDFCBL720,Groceries,720.0
SBI UPI payment of INR 310.45 to Zepto Essentials. Ref ID: SBIZE310,Groceries,310.45
Paytm UPI debit of INR 259.99 to DMart. Ref: TPAYDMART259,Groceries,259.99
ICICI UPI txn of INR 130 to Local Kirana Store. Ref No: ICICIK130,Groceries,130.0
Axis Bank UPI payment of INR 850 to Blinkit. Ref ID: AXISBL850,Groceries,850.0
Your HDFC UPI debit of INR 5900 to MedPlus Order. Ref: HDFCMED5900,Medical,5900.0
SBI UPI payment of INR 280.30 to Apollo Pharmacy. Ref ID: SBIAPO280,Medical,280.3
Paytm UPI txn of INR 199.50 to PharmEasy. Ref: TPAYPHAR199,Medical,199.5
ICICI UPI debit of INR 680 to Dr. Care Hospital. Ref No: ICICID680,Medical,680.0
Axis Bank UPI payment of INR 380.20 to HealthCheck Lab. Ref ID: AXISHC380,Medical,380.2
Your HDFC UPI txn of INR 1050 to Electricity Bill - BESCOM. Ref: HDFCBILL1050,Bills,1050.0
SBI UPI payment of INR 730.75 to Water Supply Bill. Ref ID: SBIWTR730,Bills,730.75
Paytm UPI debit of INR 250 to Mobile Recharge - BSNL. Ref: TPAYMOB250,Bills,250.0
ICICI UPI txn of INR 600 to DTH Recharge - Dish TV. Ref No: ICICIDTH600,Bills,600.0
Axis Bank UPI payment of INR 410.90 to Gas Bill - GAIL. Ref ID: AXISGAS410,Bills,410.9
Your HDFC UPI debit of INR 1350 to Netflix Subscription. Ref: HDFCNFLX1350,Others,1350.0
SBI UPI payment of INR 420.99 to Flipkart Purchase. Ref ID: SBIFLIP420,Others,420.99
Paytm UPI txn of INR 280 to BookMyShow Event. Ref: TPAYBMS280,Others,280.0
ICICI UPI debit of INR 150 to Yoga Studio. Ref No: ICICIOYA150,Others,150.0
Axis Bank UPI payment of INR 95.25 to Spotify Premium. Ref ID: AXISSPOT95,Others,95.25
Your HDFC UPI txn of INR 1799 to Zomato Corporate. Ref: HDFCZOM1799,Food,1799.0
SBI UPI payment of INR 99.99 to Swiggy Order. Ref ID: SBISWG99,Food,99.99
Paytm UPI debit of INR 30 to Tea Stall - Chai Adda. Ref: TPAYTEA30,Food,30.0
ICICI UPI txn of INR 1250 to Restaurant - The Curry House. Ref No: ICICIR1250,Food,1250.0
Axis Bank UPI payment of INR 300 to Zomato. Ref ID: AXISZOM300,Food,300.0
Your HDFC UPI debit of INR 650 to Uber (Night). Ref: HDFCU650,Travel,650.0
SBI UPI payment of INR 190.80 to Rapido ride. Ref ID: SBIRAP190,Travel,190.8
Paytm UPI txn of INR 3100 to IRCTC Ticket. Ref: TPAYIRCTC3100,Travel,3100.0
ICICI UPI debit of INR 730 to Petrol Pump - Indian Oil. Ref No: ICICIP730,Travel,730.0
Axis Bank UPI payment of INR 130.45 to Uber. Ref ID: AXISUB130,Travel,130.45
Your HDFC UPI txn of INR 950 to Blinkit Grocery. Ref: HDFCBL950,Groceries,950.0
SBI UPI payment of INR 420.55 to Zepto Order. Ref ID: SBIZE420,Groceries,420.55
Paytm UPI debit of INR 289.99 to DMart. Ref: TPAYDMART289,Groceries,289.99
ICICI UPI txn of INR 170 to Local Kirana. Ref No: ICICIK170,Groceries,170.0
Axis Bank UPI payment of INR 780 to Blinkit. Ref ID: AXISBL780,Groceries,780.0
Your HDFC UPI debit of INR 7200 to MedPlus Purchase. Ref: HDFCMED7200,Medical,7200.0
SBI UPI payment of INR 350.20 to Apollo Pharmacy. Ref ID: SBIAPO350,Medical,350.2
Paytm UPI txn of INR 199.75 to PharmEasy. Ref: TPAYPHAR199,Medical,199.75
ICICI UPI debit of INR 800 to Dr. Care Hospital. Ref No: ICICID800,Medical,800.0
Axis Bank UPI payment of INR 420.60 to HealthCheck Lab. Ref ID: AXISHC420,Medical,420.6
Your HDFC UPI txn of INR 1150 to Electricity Bill - BESCOM. Ref: HDFCBILL1150,Bills,1150.0
SBI UPI payment of INR 770.90 to Water Supply Bill. Ref ID: SBIWTR770,Bills,770.9
ICICI UPI txn of INR 650 to DTH Recharge - Tata Sky. Ref No: ICICIDTH650,Bills,650.0
Axis Bank UPI payment of INR 460.25 to Gas Bill - GAIL. Ref ID: AXISGAS460,Bills,460.25
Your HDFC UPI debit of INR 1400 to Amazon Prime. Ref: HDFCAPRIME1400,Others,1400.0
SBI UPI payment of INR 470.99 to Flipkart Order. Ref ID: SBIFLIP470,Others,470.99
Paytm UPI txn of INR 300 to BookMyShow Concert. Ref: TPAYBMS300,Others,300.0
ICICI UPI debit of INR 210 to Yoga Studio Membership. Ref No: ICICIOYA210,Others,210.0
Axis Bank UPI payment of INR 105.75 to Netflix Subscription. Ref ID: AXISNFX105,Others,105.75
Your SBI UPI ID xyz@upi has been charged Rs. 149.5 for SWIGGY order #A12B3C on 13-09-2025.,Food,149.5
Rs. 320 spent at THE FOODIE CAFE via your Paytm UPI on 14-09-2025. Ref ID: 5544332211.,Food,320.0
Debit of Rs.75 from your Axis bank UPI to TEA STALL (Mysore) on 15-09-2025. Ref: TST12345.,Food,75.0
"Rs. 1,050.00 deducted for Zomato order #Z12345 from your HDFC UPI on 16-09-2025. Ref: ZOM123.",Food,1050.0
Your SBI UPI transaction of Rs. 210.75 to Swiggy (Order 789) on 17-09-2025. Ref ID: SWG789.,Food,210.75
Rs. 480 paid to LOCAL RESTAURANT via Paytm UPI on 18-09-2025. Transaction ID: LR98765.,Food,480.0
UPI payment of Rs. 60.00 to TEA STALL - Delhi via HDFC on 19-09-2025. Ref: TS001.,Food,60.0
Rs. 199.99 charged for Zomato subscription via SBI UPI on 20-09-2025. Ref: ZSUB199.,Food,199.99
Your Paytm UPI ID xyz@upi debited Rs. 350 for SWIGGY order #SW123 on 21-09-2025. Ref: SW12345.,Food,350.0
"Rs. 1,200.00 spent at BLINKIT via your HDFC UPI on 22-09-2025. Ref: BLK1200.",Groceries,1200.0
Your SBI UPI ID abc@upi charged Rs. 845.75 for ZEPOTO groceries on 23-09-2025. Ref: ZPT845.,Groceries,845.75
Rs. 560.00 deducted for DMART purchase via Paytm UPI on 24-09-2025. Ref: DMT560.,Groceries,560.0
Debit of Rs. 320 from your Axis bank UPI to LOCAL KIRANA (Bangalore) on 25-09-2025. Ref: LKR320.,Groceries,320.0
"Rs. 1,045.50 spent at Blinkit via SBI UPI on 26-09-2025. Ref: BLK1045.",Groceries,1045.5
Your HDFC UPI transaction of Rs. 780.25 for Zepto order #ZP678 on 27-09-2025. Ref ID: ZP67890.,Groceries,780.25
Rs. 210 paid to DMART via Paytm UPI on 28-09-2025. Transaction ID: DMT210.,Groceries,210.0
UPI payment of Rs. 95.00 to LOCAL KIRANA (Chennai) via SBI on 29-09-2025. Ref: LK095.,Groceries,95.0
"Rs. 1,350.00 charged for Blinkit bulk order via HDFC UPI on 30-09-2025. Ref: BLK1350.",Groceries,1350.0
Your Paytm UPI ID abc@upi debited Rs. 420.75 for Zepto groceries on 01-10-2025. Ref: ZP420.,Groceries,420.75
"Rs. 1,800.00 spent at IRCTC via your HDFC UPI on 02-10-2025. Ref: IRCTC1800.",Travel,1800.0
Your SBI UPI transaction of Rs. 350.50 for UBER ride (Trip ID 9876) on 03-10-2025. Ref: UBR350.,Travel,350.5
Rs. 150.00 deducted for RAPIDO ride via Paytm UPI on 04-10-2025. Ref: RAP150.,Travel,150.0
"Debit of Rs. 2,250 from your Axis bank UPI to PETROL BUNK (Shell) on 05-10-2025. Ref: PET2250.",Travel,2250.0
"Rs. 1,100.00 spent on IRCTC ticket via SBI UPI on 06-10-2025. Ref: IRCTC1100.",Travel,1100.0
Your HDFC UPI ID xyz@upi charged Rs. 420.75 for UBER (Trip 5432) on 07-10-2025. Ref: UBR420.,Travel,420.75
Rs. 80.00 paid to RAPIDO via Paytm UPI on 08-10-2025. Transaction ID: RAP080.,Travel,80.0
"UPI payment of Rs. 2,500.00 to PETROL BUNK (HP) on 09-10-2025. Ref: PET2500.",Travel,2500.0
"Your SBI UPI transaction of Rs. 1,350.25 for IRCTC booking (PNR 1234567890) on 10-10-2025. Ref: IRCTC1350.",Travel,1350.25
Rs. 300.00 spent at APOLLO PHARMACY via your HDFC UPI on 11-10-2025. Ref: APH300.,Medical,300.0
"Your Paytm UPI ID abc@upi charged Rs. 1,200.75 for FORTIS HOSPITAL bill on 12-10-2025. Ref: FORT1200.",Medical,1200.75
Rs. 250.00 deducted for MEDPLUS purchase via SBI UPI on 13-10-2025. Ref: MP250.,Medical,250.0
"Debit of Rs. 1,450 from your Axis bank UPI to DR. CARE CLINIC on 14-10-2025. Ref: DRC1450.",Medical,1450.0
Rs. 780.50 spent at APOLLO PHARMACY via Paytm UPI on 15-10-2025. Ref: APH780.,Medical,780.5
"Your HDFC UPI transaction of Rs. 2,300.00 for FORTIS HOSPITAL (Surgery) on 16-10-2025. Ref: FORT2300.",Medical,2300.0
Rs. 199.99 charged for MEDPLUS online order via SBI on 17-10-2025. Ref: MP199.,Medical,199.99
"UPI payment of Rs. 1,050.00 to DR. CARE on 18-10-2025. Ref: DRC1050.",Medical,1050.0
Your Paytm UPI ID xyz@upi debited Rs. 650.25 for APOLLO PHARMACY on 19-10-2025. Ref: APH650.,Medical,650.25
"Rs. 2,500.00 paid for ELECTRICITY BILL via HDFC UPI on 20-10-2025. Ref: EB2500.",Bills,2500.0
"Your SBI UPI transaction of Rs. 1,200.50 for WATER SUPPLY bill on 21-10-2025. Ref: WS1200.",Bills,1200.5
Rs. 799.99 deducted for MOBILE RECHARGE via Paytm UPI on 22-10-2025. Ref: MR799.,Bills,799.99
"Debit of Rs. 1,350 from your Axis bank UPI to DTH RECHARGE (Dish TV) on 23-10-2025. Ref: DTH1350.",Bills,1350.0
"Rs. 2,100.00 spent on ELECTRICITY BILL via SBI UPI on 24-10-2025. Ref: EB2100.",Bills,2100.0
Your HDFC UPI ID abc@upi charged Rs. 950.75 for WATER BILL on 25-10-2025. Ref: WB950.,Bills,950.75
Rs. 500.00 paid for MOBILE RECHARGE via Paytm UPI on 26-10-2025. Transaction ID: MR500.,Bills,500.0
"UPI payment of Rs. 1,800.00 to DTH RECHARGE (Airtel) on 27-10-2025. Ref: DTH1800.",Bills,1800.0
"Your SBI UPI transaction of Rs. 2,250.25 for ELECTRICITY BILL (Account 987654321) on 28-10-2025. Ref: EB2250.",Bills,2250.25
Rs. 350.00 spent on NETFLIX SUBSCRIPTION via HDFC UPI on 29-10-2025. Ref: NFLX350.,Others,350.0
Your Paytm UPI ID xyz@upi charged Rs. 199.99 for AMAZON PRIME on 30-10-2025. Ref: AMZ199.,Others,199.99
Rs. 120.00 deducted for SPOTIFY MUSIC on 31-10-2025 via SBI UPI. Ref: SPF120.,Others,120.0
"Debit of Rs. 2,000 from your Axis bank UPI to PAYTM CASHBACK (Reward) on 01-11-2025. Ref: PT2000.",Others,2000.0
Rs. 499.99 spent at AMAZON INSTANT on 02-11-2025 via HDFC UPI. Ref: AMZ499.,Others,499.99
Your SBI UPI transaction of Rs. 850.75 for ZOMATO GOLD on 03-11-2025. Ref: ZG850.,Food,850.75
"Rs. 1,250.00 debited for SWIGGY PLUS via Paytm UPI on 04-11-2025. Ref: SG1250.",Food,1250.0
Debit of Rs. 75.00 to TEA STALL (Hyderabad) via HDFC UPI on 05-11-2025. Ref: TS075.,Food,75.0
"Rs. 2,300.00 spent at BLINKIT for weekly groceries via SBI on 06-11-2025. Ref: BLK2300.",Groceries,2300.0
"Your Paytm UPI ID abc@upi charged Rs. 1,100.50 for ZEPOTO bulk items on 07-11-2025. Ref: ZP1100.",Groceries,1100.5
Rs. 650.00 deducted for DMART purchase via HDFC UPI on 08-11-2025. Ref: DMT650.,Groceries,650.0
Debit of Rs. 420.75 to LOCAL KIRANA (Pune) via SBI on 09-11-2025. Ref: LK421.,Groceries,420.75
"Rs. 1,750.00 spent on UBER ride (Trip 1122) via Paytm UPI on 10-11-2025. Ref: UBR1750.",Travel,1750.0
Your Axis bank UPI transaction of Rs. 300.50 for RAPIDO (Bike) on 11-11-2025. Ref: RAP300.,Travel,300.5
"Rs. 2,400.00 deducted for PETROL BUNK (Indian Oil) via HDFC on 12-11-2025. Ref: PET2400.",Travel,2400.0
Debit of Rs. 950.00 to IRCTC (Train 12345) via SBI on 13-11-2025. Ref: IRCTC950.,Travel,950.0
"Rs. 1,050.00 spent at APOLLO PHARMACY via Paytm UPI on 14-11-2025. Ref: APH1050.",Medical,1050.0
"Your HDFC UPI ID xyz@upi charged Rs. 2,200.75 for FORTIS HOSPITAL (ICU) on 15-11-2025. Ref: FORT2200.",Medical,2200.75
Rs. 300.00 deducted for MEDPLUS order via SBI on 16-11-2025. Ref: MP300.,Medical,300.0
"Debit of Rs. 1,800 from your Axis bank UPI to DR. CARE (Consultation) on 17-11-2025. Ref: DRC1800.",Medical,1800.0
"Rs. 1,500.00 paid for ELECTRICITY BILL via Paytm UPI on 18-11-2025. Ref: EB1500.",Bills,1500.0
Your SBI UPI transaction of Rs. 850.25 for WATER SUPPLY on 19-11-2025. Ref: WS850.,Bills,850.25
Rs. 699.99 deducted for MOBILE RECHARGE via HDFC UPI on 20-11-2025. Ref: MR700.,Bills,699.99
"Debit of Rs. 1,250 from your Axis bank UPI to DTH RECHARGE (Tata Sky) on 21-11-2025. Ref: DTH1250.",Bills,1250.0
Rs. 400.00 spent on NETFLIX SUBSCRIPTION via SBI UPI on 22-11-2025. Ref: NFLX400.,Others,400.0
Your Paytm UPI ID abc@upi charged Rs. 250.75 for AMAZON PRIME on 23-11-2025. Ref: AMZ250.,Others,250.75
Rs. 150.00 deducted for SPOTIFY MUSIC via HDFC UPI on 24-11-2025. Ref: SPF150.,Others,150.0
"Debit of Rs. 1,900 from your Axis bank UPI to PAYTM CASHBACK (Reward) on 25-11-2025. Ref: PT1900.",Others,1900.0
Rs. 999.99 spent at AMAZON INSTANT on 26-11-2025 via SBI UPI. Ref: AMZ999.,Others,999.99
Your HDFC UPI ID xyz@upi charged Rs. 650.50 for ZOMATO order #Z987 on 27-11-2025. Ref: ZOM650.,Food,650.5
"Rs. 1,400.00 debited for SWIGGY order #SW456 on 28-11-2025 via Paytm UPI. Ref: SWG1400.",Food,1400.0
Debit of Rs. 85.00 to TEA STALL (Kolkata) via SBI on 29-11-2025. Ref: TS085.,Food,85.0
"Rs. 2,050.00 spent at BLINKIT for groceries via HDFC on 30-11-2025. Ref: BLK2050.",Groceries,2050.0
Your Axis bank UPI transaction of Rs. 950.75 for ZEPOTO order #ZP321 on 01-12-2025. Ref: ZP950.,Groceries,950.75
Rs. 720.00 deducted for DMART purchase via Paytm UPI on 02-12-2025. Ref: DMT720.,Groceries,720.0
Debit of Rs. 380.25 to LOCAL KIRANA (Ahmedabad) via SBI on 03-12-2025. Ref: LK380.,Groceries,380.25
"Rs. 1,600.00 spent on UBER ride (Trip 7777) via HDFC UPI on 04-12-2025. Ref: UBR1600.",Travel,1600.0
Your Paytm UPI ID abc@upi charged Rs. 210.50 for RAPIDO (Bike) on 05-12-2025. Ref: RAP210.,Travel,210.5
"Rs. 2,800.00 deducted for PETROL BUNK (Bharat) via SBI on 06-12-2025. Ref: PET2800.",Travel,2800.0
"Debit of Rs. 1,100 from your Axis bank UPI to IRCTC (Train 54321) on 07-12-2025. Ref: IRCTC1100.",Travel,1100.0
"Rs. 1,250.00 spent at FORTIS HOSPITAL via HDFC UPI on 08-12-2025. Ref: FORT1250.",Medical,1250.0
Your Paytm UPI ID xyz@upi charged Rs. 300.75 for APOLLO PHARMACY on 09-12-2025. Ref: APH300.,Medical,300.75
Rs. 210.00 deducted for MEDPLUS order via SBI on 10-12-2025. Ref: MP210.,Medical,210.0
"Debit of Rs. 1,650 from your Axis bank UPI to DR. CARE (Therapy) on 11-12-2025. Ref: DRC1650.",Medical,1650.0
"Rs. 1,800.00 paid for ELECTRICITY BILL via Paytm UPI on 12-12-2025. Ref: EB1800.",Bills,1800.0
Your HDFC UPI transaction of Rs. 950.25 for WATER SUPPLY bill on 13-12-2025. Ref: WS950.,Bills,950.25
Rs. 550.00 deducted for MOBILE RECHARGE via SBI UPI on 14-12-2025. Ref: MR550.,Bills,550.0
"Debit of Rs. 1,400 from your Axis bank UPI to DTH RECHARGE (Dish) on 15-12-2025. Ref: DTH1400.",Bills,1400.0
Rs. 300.00 spent on NETFLIX SUBSCRIPTION via Paytm UPI on 16-12-2025. Ref: NFLX300.,Others,300.0
Your SBI UPI ID abc@upi charged Rs. 180.75 for AMAZON PRIME on 17-12-2025. Ref: AMZ180.,Others,180.75
Rs. 130.00 deducted for SPOTIFY MUSIC via HDFC UPI on 18-12-2025. Ref: SPF130.,Others,130.0
